gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,at,ni,optgr,revt,cik,costat,mkvalt,gind,gsector,sic
012850,20141231,2014,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,4530.5650,525.4330,3.2710,3402.7030,0000804753,A,22135.2518,351030,35,7373
012850,20151231,2015,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,5561.9840,539.3620,3.6780,4425.2670,0000804753,A,20455.3330,351030,35,7373
012850,20161231,2016,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,5629.9630,636.4840,4.1330,4796.4730,0000804753,A,15615.0942,351030,35,7373
012850,20171231,2017,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,6469.3110,866.9780,4.3010,5142.2720,0000804753,A,22404.5468,351030,35,7373
012850,20181231,2018,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,6708.6360,630.0590,3.5980,5366.3250,0000804753,A,17006.7115,351030,35,7373
012850,20191231,2019,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,6894.6220,529.4540,1.1080,5692.5980,0000804753,A,22817.7583,351030,35,7373
012850,20201231,2020,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,7521.0960,780.0880,0.0030,5505.7880,0000804753,A,24003.3434,351030,35,7373
013421,20101231,2010,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,1732.1160,126.5380,2.9410,935.9540,0000813672,A,2206.3782,451030,45,7372
013421,20111231,2011,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,1761.2690,72.2290,3.3430,1149.8350,0000813672,A,2835.8720,451030,45,7372
013421,20121231,2012,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2287.0030,439.9480,1.7000,1326.4240,0000813672,A,3791.5004,451030,45,7372
013421,20131231,2013,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2428.6010,164.2430,2.5370,1460.1160,0000813672,A,4039.6247,451030,45,7372
013421,20141231,2014,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,3209.5560,158.8980,1.3320,1580.9320,0000813672,A,5531.3485,451030,45,7372
013421,20151231,2015,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2351.0150,252.4170,1.3050,1702.0910,0000813672,A,6438.4475,451030,45,7372
013421,20161231,2016,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2096.9080,203.0860,1.3250,1816.0830,0000813672,A,7013.6568,451030,45,7372
013421,20171231,2017,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2418.7140,204.1010,0.8200,1943.0320,0000813672,A,11796.0419,451030,45,7372
013421,20181231,2018,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2468.6540,345.7770,0.7360,2138.0220,0000813672,A,12175.0522,451030,45,7372
013421,20191231,2019,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,3357.2250,988.9790,0.5950,2336.3190,0000813672,A,19410.7428,451030,45,7372
013421,20201231,2020,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,3950.7850,590.6440,0.5340,2682.8910,0000813672,A,38055.9206,451030,45,7372
014225,20101231,2010,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,1468.2830,265.3560,0.2650,2269.4710,0000815556,A,8832.5912,201070,20,5000
014225,20111231,2011,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,1684.9480,357.9290,0.4100,2766.8590,0000815556,A,12876.2450,201070,20,5000
014225,20121231,2012,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,1815.8320,420.5360,1.2350,3133.5770,0000815556,A,13834.7106,201070,20,5000
014225,20131231,2013,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2075.7840,448.6360,0.2050,3326.1060,0000815556,A,14098.7825,201070,20,5000
014225,20141231,2014,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2359.1020,494.1500,0.9550,3733.5070,0000815556,A,14071.4821,201070,20,5000
014225,20151231,2015,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2532.4620,516.3610,0.8940,3869.1870,0000815556,A,11820.7372,201070,20,5000
014225,20161231,2016,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2668.8840,499.4780,0.8450,3962.0360,0000815556,A,13584.8308,201070,20,5000
014225,20171231,2017,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2910.5000,578.6000,0.7650,4390.5000,0000815556,A,15728.4065,201070,20,5000
014225,20181231,2018,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,3321.5000,751.9000,0.5440,4965.1000,0000815556,A,14949.8156,201070,20,5000
014225,20191231,2019,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,3799.9000,790.9000,1.3170,5333.7000,0000815556,A,21214.0666,201070,20,5000
014225,20201231,2020,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,3964.7000,859.1000,0.9020,5647.3000,0000815556,A,28036.2328,201070,20,5000
014256,20100630,2010,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3482.3250,125.1390,3.6710,1997.6030,0000743316,A,5033.1870,453010,45,3674
014256,20110630,2011,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3527.7430,489.0090,3.5590,2472.3410,0000743316,A,7560.1368,453010,45,3674
014256,20120630,2012,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3737.9460,386.7270,3.3530,2403.5290,0000743316,A,7505.6485,453010,45,3674
014256,20130630,2013,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3935.9100,454.9120,2.7880,2441.4590,0000743316,A,7990.0836,453010,45,3674
014256,20140630,2014,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4405.6180,354.8100,3.6390,2453.6630,0000743316,A,9616.9502,453010,45,3674
014256,20150630,2015,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4228.3840,206.0380,0.0640,2306.8640,0000743316,A,9847.7552,453010,45,3674
014256,20160630,2016,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4234.6160,227.4750,0.0000,2194.7190,0000743316,A,10132.7122,453010,45,3674
014256,20170630,2017,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4570.2330,571.6130,0.0000,2295.6150,0000743316,A,12702.7488,453010,45,3674
014256,20180630,2018,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4451.5610,467.3180,0.0000,2480.0660,0000743316,A,16346.4302,453010,45,3674
014256,20190630,2019,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3743.9820,827.4860,0.0000,2314.3290,0000743316,A,16262.1866,453010,45,3674
014256,20200630,2020,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3629.3030,654.6940,0.0000,2191.3950,0000743316,A,16170.5662,453010,45,3674
015044,20101231,2010,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,12,100.6050,-56.2150,,68.0550,0001327811,A,,451030,45,7370
015044,20120131,2011,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,232.6380,-79.6290,10.6670,134.4270,0001327811,A,,451030,45,7370
015044,20130131,2012,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,959.0800,-119.1900,5.6860,273.6570,0001327811,A,8867.7200,451030,45,7370
015044,20140131,2013,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,2176.2650,-172.5090,0.0740,468.9380,0001327811,A,16421.6360,451030,45,7370
015044,20150131,2014,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,2358.6330,-247.9820,0.0000,787.8600,0001327811,A,14938.4800,451030,45,7370
015044,20160131,2015,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,2730.0940,-289.9180,0.0000,1162.3460,0001327811,A,12286.9500,451030,45,7370
015044,20170131,2016,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,3166.4240,-408.2780,0.0000,1569.4070,0001327811,A,16867.2700,451030,45,7370
015044,20180131,2017,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,4947.4240,-321.2220,0.0000,2143.0500,0001327811,A,25416.6800,451030,45,7370
015044,20190131,2018,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,5520.7460,-418.2580,1.1040,2822.1800,0001327811,A,40299.6600,451030,45,7370
015044,20200131,2019,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,6816.3650,-480.6740,0.0000,3627.2060,0001327811,A,42834.1600,451030,45,7370
015044,20210131,2020,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,8718.4110,-282.4310,0.0000,4317.9960,0001327811,A,55289.7900,451030,45,7370
016721,20110331,2010,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,4928.0000,-276.0000,0.1740,3589.0000,0000712515,A,6494.9749,502020,50,7372
016721,20120331,2011,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,5491.0000,76.0000,0.4700,4143.0000,0000712515,A,5278.8762,502020,50,7372
016721,20130331,2012,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,5070.0000,98.0000,0.2960,3797.0000,0000712515,A,5348.3028,502020,50,7372
016721,20140331,2013,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,5716.0000,8.0000,1.0130,3575.0000,0000712515,A,9034.9324,502020,50,7372
016721,20150331,2014,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,6147.0000,875.0000,1.2480,4515.0000,0000712515,A,18213.8880,502020,50,7372
016721,20160331,2015,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,7050.0000,1156.0000,0.0060,4396.0000,0000712515,A,19872.7982,502020,50,7372
016721,20170331,2016,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,7718.0000,967.0000,0.0060,4845.0000,0000712515,A,27605.0138,502020,50,7372
016721,20180331,2017,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,8584.0000,1043.0000,0.0050,5150.0000,0000712515,A,37144.2988,502020,50,7372
016721,20190331,2018,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,8957.0000,1019.0000,0.0050,4950.0000,0000712515,A,30296.6144,502020,50,7372
016721,20200331,2019,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,11112.0000,3039.0000,0.0050,5537.0000,0000712515,A,28890.3302,502020,50,7372
016721,20210331,2020,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,13288.0000,837.0000,,5629.0000,0000712515,A,39046.5289,502020,50,7372
017874,20131231,2013,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,49953.0000,35.0000,0.0000,24420.0000,0001283699,A,26975.2432,501020,50,4812
017874,20141231,2014,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,56653.0000,247.0000,0.0000,29564.0000,0001283699,A,21753.2149,501020,50,4812
017874,20151231,2015,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,62436.0000,733.0000,0.0000,32053.0000,0001283699,A,32015.4559,501020,50,4812
017874,20161231,2016,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,65891.0000,1460.0000,0.0000,37242.0000,0001283699,A,47523.7911,501020,50,4812
017874,20171231,2017,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,70563.0000,4536.0000,0.0000,40660.0000,0001283699,A,54580.9386,501020,50,4812
017874,20181231,2018,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,72468.0000,2888.0000,0.1190,43239.0000,0001283699,A,54079.9498,501020,50,4812
017874,20191231,2019,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,86921.0000,3468.0000,0.0000,44998.0000,0001283699,A,67198.4901,501020,50,4812
017874,20201231,2020,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,200162.0000,3064.0000,1.6350,68397.0000,0001283699,A,167457.5391,501020,50,4812
019744,20121231,2012,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,2870.9100,-277.6000,,6642.0320,0001549802,A,,255020,25,5961
019744,20131231,2013,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,4296.5140,-8.2420,13.4560,11454.1210,0001549802,A,,255020,25,5961
019744,20141231,2014,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,10716.7540,-805.2670,1.3730,18535.0090,0001549802,A,,255020,25,5961
019744,20151231,2015,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,13147.3910,-1447.7160,2.8260,27985.8830,0001549802,A,,255020,25,5961
019744,20161231,2016,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,23098.5910,-548.2920,,37465.3100,0001549802,A,,255020,25,5961
019744,20171231,2017,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,28288.7300,19.0180,,55689.3710,0001549802,A,,255020,25,5961
019744,20181231,2018,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,30411.4410,-362.2700,0.0000,67175.1770,0001549802,A,,255020,25,5961
019744,20191231,2019,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,37300.5340,1749.8420,0.0000,82850.5380,0001549802,A,,255020,25,5961
019744,20201231,2020,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,64718.4360,7571.6820,0.0000,114299.1400,0001549802,A,,255020,25,5961
020779,20100731,2010,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,81130.0000,7767.0000,15.0000,40040.0000,0000858877,A,130460.8500,452010,45,3576
020779,20110731,2011,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,87095.0000,6490.0000,0.0000,43218.0000,0000858877,A,86796.9500,452010,45,3576
020779,20120731,2012,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,91759.0000,8041.0000,1.0000,46061.0000,0000858877,A,84503.1000,452010,45,3576
020779,20130731,2013,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,101191.0000,9983.0000,10.0000,48607.0000,0000858877,A,137904.5100,452010,45,3576
020779,20140731,2014,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,105134.0000,7853.0000,6.0000,47142.0000,0000858877,A,128849.6100,452010,45,3576
020779,20150731,2015,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,113481.0000,8981.0000,1.0000,49161.0000,0000858877,A,144515.7000,452010,45,3576
020779,20160731,2016,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,121652.0000,10739.0000,18.0000,49247.0000,0000858877,A,153535.3700,452010,45,3576
020779,20170731,2017,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,129818.0000,9609.0000,8.0000,48005.0000,0000858877,A,156715.3500,452010,45,3576
020779,20180731,2018,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,108784.0000,110.0000,3.0000,49330.0000,0000858877,A,195126.0600,452010,45,3576
020779,20190731,2019,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,97793.0000,11621.0000,0.0000,51904.0000,0000858877,A,235450.0000,452010,45,3576
020779,20200731,2020,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,94853.0000,11214.0000,,49301.0000,0000858877,A,199562.7000,452010,45,3576
022325,20110331,2010,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4140.8500,641.8750,2.3450,2369.4450,0000743988,A,8678.9456,453010,45,3674
022325,20120331,2011,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4464.1220,530.0790,0.2070,2240.7360,0000743988,A,9616.5658,453010,45,3674
022325,20130331,2012,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4729.4510,487.5360,0.0920,2168.6520,0000743988,A,10063.4823,453010,45,3674
022325,20140331,2013,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5037.3490,630.3880,0.0080,2382.5310,0000743988,A,14578.9300,453010,45,3674
022325,20150331,2014,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4898.0650,648.2160,0.0000,2377.3440,0000743988,A,10927.7820,453010,45,3674
022325,20160331,2015,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4823.1540,550.8670,0.0000,2213.8810,0000743988,A,12032.3744,453010,45,3674
022325,20170331,2016,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4740.5320,622.5120,0.0000,2349.3300,0000743988,A,14358.2830,453010,45,3674
022325,20180331,2017,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5055.6870,512.3810,0.0000,2539.0040,0000743988,A,18303.9545,453010,45,3674
022325,20190331,2018,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5151.3480,889.7500,0.0000,3059.0400,0000743988,A,32190.8399,453010,45,3674
022325,20200331,2019,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4693.3340,792.7210,,3162.6660,0000743988,A,19002.5514,453010,45,3674
022325,20210331,2020,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5519.2010,646.5080,,3147.5990,0000743988,A,30455.6112,453010,45,3674
023812,20101231,2010,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,1089.4320,-104.4680,4.3200,459.0740,0000872589,A,2935.6586,352010,35,2834
023812,20111231,2011,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,1323.5830,-221.7600,4.2870,445.8240,0000872589,A,5144.0149,352010,35,2834
023812,20121231,2012,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,2080.4900,750.2690,4.1630,1378.4770,0000872589,A,16643.9135,352010,35,2834
023812,20131231,2013,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,2951.0130,424.3620,3.9380,2104.7450,0000872589,A,27437.8499,352010,35,2834
023812,20141231,2014,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,3871.8270,348.0740,3.9130,2819.5570,0000872589,A,42021.9075,352010,35,2834
023812,20151231,2015,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,5609.1320,636.0560,4.4950,4103.7280,0000872589,A,56810.8026,352010,35,2834
023812,20161231,2016,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,6973.4660,895.5220,4.2020,4860.4270,0000872589,A,38914.4767,352010,35,2834
023812,20171231,2017,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,8764.2860,1198.5110,4.2350,5872.2270,0000872589,A,40462.3190,352010,35,2834
023812,20181231,2018,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,11734.5000,2444.4000,4.6660,6710.8000,0000872589,A,40713.7410,352010,35,2834
023812,20191231,2019,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,14805.2000,2115.8000,3.2710,7863.4000,0000872589,A,41406.8080,352010,35,2834
023812,20201231,2020,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,17163.3000,3513.2000,2.8510,8497.1000,0000872589,A,51669.0976,352010,35,2834
024197,20101231,2010,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,897.1440,141.2840,0.4360,1103.3920,0000874716,A,3967.0674,351010,35,2835
024197,20111231,2011,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1030.8140,161.7860,0.5460,1218.6890,0000874716,A,4240.5730,351010,35,2835
024197,20121231,2012,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1103.6020,178.2670,0.3020,1293.3380,0000874716,A,5058.3424,351010,35,2835
024197,20131231,2013,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1230.5160,187.8000,0.3860,1377.0580,0000874716,A,5482.2034,351010,35,2835
024197,20141231,2014,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1384.2110,181.9060,0.2970,1510.9070,0000874716,A,7023.9947,351010,35,2835
024197,20151231,2015,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1474.9930,192.0780,0.6110,1601.8920,0000874716,A,6562.4354,351010,35,2835
024197,20161231,2016,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1530.7040,222.0450,0.7450,1775.4230,0000874716,A,10316.7110,351010,35,2835
024197,20171231,2017,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1713.4160,263.1440,0.3840,1969.0580,0000874716,A,13621.3235,351010,35,2835
024197,20181231,2018,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1537.3490,377.0310,0.3330,2213.2420,0000874716,A,16016.3220,351010,35,2835
024197,20191231,2019,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1832.4750,427.7200,0.3510,2406.9080,0000874716,A,22319.0422,351010,35,2835
024197,20201231,2020,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,2294.5610,581.7760,0.2200,2706.6550,0000874716,A,42713.3916,351010,35,2835
024316,20101231,2010,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1082.1310,212.0290,0.6650,1303.9420,0000865752,A,4651.8744,302010,30,2086
024316,20111231,2011,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1362.3990,286.2190,0.2130,1703.2300,0000865752,A,8028.9875,302010,30,2086
024316,20121231,2012,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1043.3250,340.0200,0.4450,2060.7020,0000865752,A,8759.6038,302010,30,2086
024316,20131231,2013,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1420.5090,338.6610,1.1920,2246.4280,0000865752,A,11305.5269,302010,30,2086
024316,20141231,2014,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1938.8750,483.1850,0.9880,2464.8670,0000865752,A,18172.6787,302010,30,2086
024316,20151231,2015,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,5675.1890,546.7330,0.9980,2682.8030,0000865752,A,30223.9840,302010,30,2086
024316,20161231,2016,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,4153.4710,712.6850,5.0920,3043.6800,0000865752,A,25121.5364,302010,30,2086
024316,20171231,2017,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,4791.0120,820.6780,1.4340,3368.4600,0000865752,A,35841.0004,302010,30,2086
024316,20181231,2018,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,4526.8910,993.0040,3.1800,3807.1830,0000865752,A,26759.7327,302010,30,2086
024316,20191231,2019,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,5150.3520,1107.8350,1.6720,4200.8190,0000865752,A,34107.1579,302010,30,2086
024316,20201231,2020,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,6202.7160,1409.5940,1.0390,4613.8380,0000865752,A,48838.4106,302010,30,2086
024344,20101231,2010,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,1725.4460,-754.6260,4.6210,143.3700,0000875320,A,7129.4107,352010,35,2834
024344,20111231,2011,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2204.2800,29.5740,5.7540,1410.6260,0000875320,A,6950.9858,352010,35,2834
024344,20121231,2012,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2759.2880,-107.0320,6.0430,1527.0420,0000875320,A,9104.3253,352010,35,2834
024344,20131231,2013,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2319.0410,-445.0280,4.8400,1211.9750,0000875320,A,17370.5227,352010,35,2834
024344,20141231,2014,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2334.6790,-738.5550,3.6140,580.4150,0000875320,A,28721.5632,352010,35,2834
024344,20151231,2015,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2498.8750,-556.3340,3.5310,1032.3360,0000875320,A,30992.8098,352010,35,2834
024344,20161231,2016,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2896.7870,-112.0520,3.1830,1702.1770,0000875320,A,18292.3347,352010,35,2834
024344,20171231,2017,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,3546.0140,263.4840,2.3590,2488.6520,0000875320,A,37952.4946,352010,35,2834
024344,20181231,2018,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,6245.8980,2096.8960,2.2970,3047.5970,0000875320,A,42284.5521,352010,35,2834
024344,20191231,2019,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,8318.4650,1176.8100,1.5210,4162.8210,0000875320,A,56706.5174,352010,35,2834
024344,20201231,2020,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,11751.8080,2711.6470,0.0230,6205.6830,0000875320,A,61422.4026,352010,35,2834
024468,20101231,2010,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,8092.4930,1005.2730,0.1240,4716.4230,0000875045,A,16128.0729,352010,35,2836
024468,20111231,2011,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,9049.6040,1234.4280,0.0000,5048.6340,0000875045,A,26644.7558,352010,35,2836
024468,20121231,2012,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,10130.1180,1380.0330,0.0000,5516.4610,0000875045,A,34628.5073,352010,35,2836
024468,20131231,2013,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,11863.3350,1862.3410,0.0000,6932.1990,0000875045,A,66071.8099,352010,35,2836
024468,20141231,2014,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,14316.5590,2934.7840,0.0000,9703.3240,0000875045,A,79622.4104,352010,35,2836
024468,20151231,2015,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,19504.8000,3547.0000,0.0000,10763.8000,0000875045,A,66968.1100,352010,35,2836
024468,20161231,2016,INDL,C,D,STD,BIIB,09062X103,BIOGEN INC,USD,12,22876.8000,3702.8000,0.0000,11448.8000,0000875045,A,61224.9220,352010,35,2836
